"Label (Grouping)","Population for whom poverty status is determined","Population for whom poverty status is determined!!AGE","Population for whom poverty status is determined!!AGE!!Under 18 years","Population for whom poverty status is determined!!AGE!!Under 18 years!!Under 5 years","Population for whom poverty status is determined!!AGE!!Under 18 years!!5 to 17 years","Population for whom poverty status is determined!!AGE!!Under 18 years!!Related children of householder under 18 years","Population for whom poverty status is determined!!AGE!!18 to 64 years","Population for whom poverty status is determined!!AGE!!18 to 64 years!!18 to 34 years","Population for whom poverty status is determined!!AGE!!18 to 64 years!!35 to 64 years","Population for whom poverty status is determined!!AGE!!60 years and over","Population for whom poverty status is determined!!AGE!!65 years and over","Population for whom poverty status is determined!!SEX","Population for whom poverty status is determined!!SEX!!Male","Population for whom poverty status is determined!!SEX!!Female","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Population for whom poverty status is determined!!EMPLOYMENT STATUS","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed!!Male","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed!!Female","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed!!Male","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed!!Female","Population for whom poverty status is determined!!WORK EXPERIENCE","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Worked full-time, year-round in the past 12 months","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Worked part-time or part-year in the past 12 months","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Did not work","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Male","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Female","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!15 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!16 to 17 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!18 to 24 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!25 to 34 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!35 to 44 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!45 to 54 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!55 to 64 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!65 to 74 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!75 years and over","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Mean income deficit for unrelated individuals (dollars)","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Worked full-time, year-round in the past 12 months","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Worked less than full-time, year-round in the past 12 months","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Did not work","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Population in housing units for whom poverty status is determined"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,275","","75","26","49","75","1,790","1,161","629","602","410","","986","1,289","","872","879","22","295","0","154","53","251","765","","1,571","117","103","381","970","","811","659","317","342","152","35","117","","2,200","216","846","1,138","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1,802","814","988","0","0","539","510","107","56","284","227","79","(X)","210","738","854","2,211"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7.7%","","2.2%","2.1%","2.3%","2.2%","8.8%","12.2%","5.8%","8.5%","7.3%","","7.5%","7.9%","","4.1%","29.2%","16.7%","15.0%","0.0%","21.8%","2.3%","7.7%","3.8%","","6.5%","32.1%","24.9%","22.1%","4.5%","","4.2%","3.6%","3.8%","3.4%","17.6%","11.1%","21.2%","","8.4%","1.5%","14.6%","20.0%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","13.2%","15.0%","12.0%","-","-","36.7%","11.2%","4.9%","5.1%","19.0%","18.0%","4.9%","(X)","2.7%","23.8%","29.9%","7.5%"
"ZCTA5 20009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","50,100","","5,307","2,511","2,796","5,307","40,900","21,193","19,707","5,669","3,893","","24,784","25,316","","30,703","8,472","58","3,204","75","2,257","5,331","7,540","28,142","","41,522","1,469","2,829","2,725","34,499","","37,877","36,833","18,251","18,582","1,044","440","604","","45,137","31,274","7,628","6,235","","2,953","5,975","6,554","7,438","7,912","11,009","14,739","19,067","29,354","14,671","14,683","0","0","2,667","14,546","4,412","3,087","2,422","1,559","661","7,718","21,551","4,868","2,935","49,581"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,651","","955","445","510","955","3,288","1,524","1,764","750","408","","2,095","2,556","","1,171","2,498","0","224","30","118","610","741","1,119","","3,128","642","963","247","1,276","","1,421","1,136","578","558","285","83","202","","3,756","335","1,417","2,004","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","2,850","1,499","1,351","0","0","502","788","225","446","545","136","208","(X)","265","1,204","1,381","4,323"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9.3%","","18.0%","17.7%","18.2%","18.0%","8.0%","7.2%","9.0%","13.2%","10.5%","","8.5%","10.1%","","3.8%","29.5%","0.0%","7.0%","40.0%","5.2%","11.4%","9.8%","4.0%","","7.5%","43.7%","34.0%","9.1%","3.7%","","3.8%","3.1%","3.2%","3.0%","27.3%","18.9%","33.4%","","8.3%","1.1%","18.6%","32.1%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","9.7%","10.2%","9.2%","-","-","18.8%","5.4%","5.1%","14.4%","22.5%","8.7%","31.5%","(X)","1.2%","24.7%","47.1%","8.7%"
"ZCTA5 20010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","32,003","","6,331","2,363","3,968","6,331","23,047","12,038","11,009","3,806","2,625","","16,198","15,805","","14,762","7,142","278","1,868","0","4,963","2,990","9,744","12,225","","23,830","2,967","2,646","2,287","15,930","","21,174","19,905","10,405","9,500","1,269","562","707","","26,024","15,362","5,690","4,972","","2,626","4,867","5,280","6,298","6,606","9,745","13,212","16,005","12,966","6,493","6,473","0","0","951","6,809","2,090","812","1,040","794","470","7,086","8,212","2,803","1,951","31,613"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,762","","1,833","520","1,313","1,833","2,371","1,252","1,119","822","558","","1,960","2,802","","661","2,298","72","127","0","1,470","134","1,944","370","","2,535","929","649","343","614","","1,335","696","341","355","639","180","459","","2,949","22","1,154","1,773","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","2,161","1,000","1,161","0","0","315","585","234","153","379","153","342","(X)","22","858","1,281","4,484"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14.9%","","29.0%","22.0%","33.1%","29.0%","10.3%","10.4%","10.2%","21.6%","21.3%","","12.1%","17.7%","","4.5%","32.2%","25.9%","6.8%","-","29.6%","4.5%","20.0%","3.0%","","10.6%","31.3%","24.5%","15.0%","3.9%","","6.3%","3.5%","3.3%","3.7%","50.4%","32.0%","64.9%","","11.3%","0.1%","20.3%","35.7%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","16.7%","15.4%","17.9%","-","-","33.1%","8.6%","11.2%","18.8%","36.4%","19.3%","72.8%","(X)","0.3%","30.6%","65.7%","14.2%"
"ZCTA5 20011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","66,677","","15,535","4,911","10,624","15,498","42,484","14,960","27,524","11,997","8,658","","32,623","34,054","","15,098","35,868","140","1,181","13","8,726","5,651","14,562","12,849","","47,347","4,693","8,735","8,674","25,245","","37,528","34,903","17,331","17,572","2,625","1,624","1,001","","52,308","26,374","12,152","13,782","","3,250","9,285","11,308","13,992","16,057","24,044","30,968","36,441","17,526","8,760","8,766","0","37","1,061","4,576","3,265","2,060","2,725","2,133","1,669","8,556","9,074","3,629","4,823","66,200"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,118","","1,761","401","1,360","1,724","4,448","1,599","2,849","1,518","909","","3,017","4,101","","547","4,365","11","42","0","1,752","401","2,000","432","","4,625","988","1,527","1,118","992","","2,324","1,645","657","988","679","213","466","","5,461","500","1,626","3,335","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","3,153","1,421","1,732","0","37","373","487","467","287","803","346","353","(X)","55","975","2,123","6,751"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10.7%","","11.3%","8.2%","12.8%","11.1%","10.5%","10.7%","10.4%","12.7%","10.5%","","9.2%","12.0%","","3.6%","12.2%","7.9%","3.6%","0.0%","20.1%","7.1%","13.7%","3.4%","","9.8%","21.1%","17.5%","12.9%","3.9%","","6.2%","4.7%","3.8%","5.6%","25.9%","13.1%","46.6%","","10.4%","1.9%","13.4%","24.2%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.0%","16.2%","19.8%","-","100.0%","35.2%","10.6%","14.3%","13.9%","29.5%","16.2%","21.2%","(X)","0.6%","26.9%","44.0%","10.2%"
"ZCTA5 20012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17,498","","4,436","848","3,588","4,422","10,106","3,196","6,910","4,112","2,956","","7,718","9,780","","3,884","10,027","136","160","0","2,072","1,219","3,128","3,488","","12,017","1,090","1,552","2,340","7,035","","9,843","9,110","4,159","4,951","733","238","495","","13,590","7,013","3,021","3,556","","504","1,528","2,618","3,254","3,299","5,326","7,249","8,358","3,731","1,259","2,472","0","14","141","767","499","472","806","633","399","8,529","1,891","767","1,073","17,281"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,011","","243","98","145","229","539","179","360","298","229","","571","440","","111","615","136","10","0","96","43","272","83","","701","210","145","159","187","","226","185","106","79","41","20","21","","809","13","234","562","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","604","299","305","0","14","67","48","73","145","56","153","48","(X)","13","173","418","899"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.8%","","5.5%","11.6%","4.0%","5.2%","5.3%","5.6%","5.2%","7.2%","7.7%","","7.4%","4.5%","","2.9%","6.1%","100.0%","6.3%","-","4.6%","3.5%","8.7%","2.4%","","5.8%","19.3%","9.3%","6.8%","2.7%","","2.3%","2.0%","2.5%","1.6%","5.6%","8.4%","4.2%","","6.0%","0.2%","7.7%","15.8%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","16.2%","23.7%","12.3%","-","100.0%","47.5%","6.3%","14.6%","30.7%","6.9%","24.2%","12.0%","(X)","0.7%","22.6%","39.0%","5.2%"
"ZCTA5 20015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,101","","3,855","1,275","2,580","3,855","7,548","1,255","6,293","4,593","3,698","","7,267","7,834","","10,716","1,232","14","865","28","699","1,547","2,199","9,987","","10,771","445","243","633","9,450","","8,021","7,862","4,093","3,769","159","104","55","","11,517","6,331","2,106","3,080","","155","523","579","656","704","1,125","1,491","2,480","2,383","967","1,416","0","0","135","298","292","187","311","464","696","5,935","960","521","902","15,091"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","465","","0","0","0","0","266","119","147","255","199","","176","289","","291","131","0","9","0","25","9","104","221","","420","58","87","33","242","","189","136","41","95","53","40","13","","465","42","145","278","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","427","153","274","0","0","45","74","16","49","59","100","84","(X)","42","145","240","456"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3.1%","","0.0%","0.0%","0.0%","0.0%","3.5%","9.5%","2.3%","5.6%","5.4%","","2.4%","3.7%","","2.7%","10.6%","0.0%","1.0%","0.0%","3.6%","0.6%","4.7%","2.2%","","3.9%","13.0%","35.8%","5.2%","2.6%","","2.4%","1.7%","1.0%","2.5%","33.3%","38.5%","23.6%","","4.0%","0.7%","6.9%","9.0%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17.9%","15.8%","19.4%","-","-","33.3%","24.8%","5.5%","26.2%","19.0%","21.6%","12.1%","(X)","4.4%","27.8%","26.6%","3.0%"
"ZCTA5 20016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","30,369","","6,379","1,467","4,912","6,375","16,925","5,458","11,467","8,737","7,065","","14,163","16,206","","23,255","2,184","0","1,812","0","271","2,847","2,884","22,174","","21,404","195","875","1,277","19,057","","16,022","15,522","7,443","8,079","500","173","327","","24,633","12,143","4,958","7,532","","2,161","2,786","2,980","3,401","3,545","4,590","5,678","6,845","8,910","3,077","5,833","0","4","1,996","1,455","622","932","1,255","1,021","1,625","10,495","3,502","2,209","3,199","30,290"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,610","","141","35","106","137","2,214","1,770","444","324","255","","978","1,632","","1,250","646","0","443","0","60","211","173","1,188","","881","23","155","165","538","","913","692","221","471","221","56","165","","2,519","50","1,044","1,425","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","2,218","856","1,362","0","4","1,550","163","54","40","162","85","160","(X)","43","932","1,243","2,555"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8.6%","","2.2%","2.4%","2.2%","2.1%","13.1%","32.4%","3.9%","3.7%","3.6%","","6.9%","10.1%","","5.4%","29.6%","-","24.4%","-","22.1%","7.4%","6.0%","5.4%","","4.1%","11.8%","17.7%","12.9%","2.8%","","5.7%","4.5%","3.0%","5.8%","44.2%","32.4%","50.5%","","10.2%","0.4%","21.1%","18.9%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.9%","27.8%","23.3%","-","100.0%","77.7%","11.2%","8.7%","4.3%","12.9%","8.3%","9.8%","(X)","1.2%","42.2%","38.9%","8.4%"
"ZCTA5 20017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,157","","4,485","1,643","2,842","4,481","12,491","5,105","7,386","4,332","3,181","","9,734","10,423","","6,030","10,924","41","967","15","1,145","1,035","2,161","5,680","","13,995","968","2,023","2,884","8,120","","10,739","10,038","4,853","5,185","701","339","362","","15,897","7,706","2,966","5,225","","2,326","3,788","4,330","5,120","5,192","7,015","8,777","10,533","5,902","2,900","3,002","0","4","972","1,331","791","466","1,002","677","659","9,483","2,604","1,202","2,096","19,507"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,393","","682","217","465","678","2,122","1,273","849","806","589","","1,730","1,663","","1,116","1,566","29","70","0","273","339","675","1,034","","1,955","396","428","413","718","","865","640","336","304","225","33","192","","2,779","94","771","1,914","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1,951","1,211","740","0","4","682","331","126","100","267","193","248","(X)","94","523","1,334","2,878"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","16.8%","","15.2%","13.2%","16.4%","15.1%","17.0%","24.9%","11.5%","18.6%","18.5%","","17.8%","16.0%","","18.5%","14.3%","70.7%","7.2%","0.0%","23.8%","32.8%","31.2%","18.2%","","14.0%","40.9%","21.2%","14.3%","8.8%","","8.1%","6.4%","6.9%","5.9%","32.1%","9.7%","53.0%","","17.5%","1.2%","26.0%","36.6%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.1%","41.8%","24.7%","-","100.0%","70.2%","24.9%","15.9%","21.5%","26.6%","28.5%","37.6%","(X)","3.6%","43.5%","63.6%","14.8%"
"ZCTA5 20018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,230","","4,128","1,624","2,504","4,084","12,798","4,266","8,532","4,438","3,304","","9,749","10,481","","3,725","13,967","63","336","81","783","1,275","1,927","3,232","","14,734","1,644","3,015","3,557","6,518","","11,244","10,259","4,833","5,426","985","682","303","","16,278","7,743","3,540","4,995","","1,756","3,461","3,859","4,623","4,791","7,394","9,682","11,106","6,166","3,036","3,130","0","0","558","1,072","751","995","999","1,177","614","6,760","2,590","1,292","2,284","19,864"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,199","","701","284","417","657","1,971","735","1,236","730","527","","1,606","1,593","","410","2,568","0","17","0","17","187","363","202","","2,255","415","915","598","327","","746","478","229","249","268","131","137","","2,542","45","734","1,763","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1,650","1,029","621","0","0","164","365","151","387","221","202","160","(X)","23","382","1,245","2,881"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15.8%","","17.0%","17.5%","16.7%","16.1%","15.4%","17.2%","14.5%","16.4%","16.0%","","16.5%","15.2%","","11.0%","18.4%","0.0%","5.1%","0.0%","2.2%","14.7%","18.8%","6.3%","","15.3%","25.2%","30.3%","16.8%","5.0%","","6.6%","4.7%","4.7%","4.6%","27.2%","19.2%","45.2%","","15.6%","0.6%","20.7%","35.3%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.8%","33.9%","19.8%","-","-","29.4%","34.0%","20.1%","38.9%","22.1%","17.2%","26.1%","(X)","0.9%","29.6%","54.5%","14.5%"
"ZCTA5 20019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","64,144","","17,626","5,154","12,472","17,581","38,631","16,273","22,358","11,257","7,887","","30,008","34,136","","1,274","58,530","270","109","17","1,712","2,232","3,229","1,140","","41,233","5,900","14,071","11,057","10,205","","30,629","25,467","11,417","14,050","5,162","2,775","2,387","","48,403","18,208","11,101","19,094","","9,263","20,234","23,201","26,856","28,481","38,040","44,873","50,963","15,898","7,755","8,143","33","12","648","2,860","3,001","2,110","3,497","2,388","1,349","7,709","6,317","3,303","6,278","63,469"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17,076","","6,471","1,756","4,715","6,426","9,060","4,027","5,033","2,626","1,545","","7,514","9,562","","171","15,979","83","7","0","132","704","525","140","","8,669","2,347","3,394","2,192","736","","4,434","2,089","625","1,464","2,345","965","1,380","","11,370","448","3,037","7,885","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","5,039","2,334","2,705","33","12","421","803","474","758","1,377","739","422","(X)","262","1,116","3,661","16,670"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","26.6%","","36.7%","34.1%","37.8%","36.6%","23.5%","24.7%","22.5%","23.3%","19.6%","","25.0%","28.0%","","13.4%","27.3%","30.7%","6.4%","0.0%","7.7%","31.5%","16.3%","12.3%","","21.0%","39.8%","24.1%","19.8%","7.2%","","14.5%","8.2%","5.5%","10.4%","45.4%","34.8%","57.8%","","23.5%","2.5%","27.4%","41.3%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.7%","30.1%","33.2%","100.0%","100.0%","65.0%","28.1%","15.8%","35.9%","39.4%","30.9%","31.3%","(X)","4.1%","33.8%","58.3%","26.3%"
"ZCTA5 20020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","51,623","","14,315","4,514","9,801","14,237","30,555","12,027","18,528","10,241","6,753","","21,931","29,692","","1,458","47,171","103","313","9","763","1,806","1,304","1,338","","33,942","3,999","10,720","10,203","9,020","","23,938","19,953","8,588","11,365","3,985","1,825","2,160","","38,506","15,380","7,317","15,809","","9,684","17,707","19,737","22,639","23,522","31,807","36,570","39,969","13,961","6,192","7,769","23","9","526","2,893","1,944","2,368","2,718","2,267","1,213","8,935","5,832","2,320","5,809","50,939"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
