X,Y,OBJECTID_1,Symbol,GlobalID,EditDate,USER_Name,USER_Address,USER_Ward,USER_Open_To,USER_Hours,USER_Phone,USER_Type
1303141.97148789,464940.859740391,346,Office Building,7f62a484-3c2c-4867-ad94-a356c5529dc3,2024/06/20 12:17:35.766+00,Upshur Pool,"4300 Arkansas Street, NW",4,All,"Mon: Closed, Tue – Sun: 10AM – 6PM",,Outdoor Pools
1310094.67444597,454256.959848389,347,Office Building,9c957109-6174-4576-ad77-510fc9f3cc07,2024/06/18 12:42:14.506+00,Harry Thomas Sr. Pool,"1743 Lincoln Road, NE",5,All,"Mon, Wed, Thurs & Fri:  12PM – 8PM
Thurs: Closed
Sat – Sun:  10AM – 6PM",,Outdoor Pools
1311945.7409538,426769.443957388,348,Office Building,82e6e4c8-11e2-406f-b22c-7ff1197bf518,2024/05/09 19:41:48.847+00,Ballou Aquatic Center,3401 4th Street SE,8,All,To be announced,,Indoor Pools
1319852.60735789,459014.040229231,349,Office Building,37ffcf1e-f953-4a6d-98ca-a4242676ccd9,2024/06/20 12:17:58.696+00,Langdon Park Pool,"2860 Mills Avenue, NE",5,All,"Mon, Tues, Wed & Fri: 10AM – 6PM, Thurs: Closed, Sat – Sun: 10AM – 6PM",,Outdoor Pools
1324203.13080905,457973.322494388,350,Office Building,6f9d45d3-9474-4e83-8eef-ea6dacf816a8,2024/06/18 12:42:22.839+00,Theodore Hagans Pool,"3201 Fort Lincoln Drive, NE",5,All,"Mon: Closed
Tue – Sun:  10AM – 6PM",,Outdoor Pools
1331905.73712297,446794.148986638,351,Office Building,46e3b053-0ae5-4d26-8123-6a01a5e03ed9,2024/06/18 12:42:18.906+00,Kelly Miller Pool,"4900 Brooks Street, NE",7,All,"Mon: Closed
Tue – Fri:  12PM – 8PM
Sat – Sun:  10AM – 6PM",,Outdoor Pools
1309391.59940855,441821.106767386,352,Office Building,01700e7a-92b2-4585-b38a-ec8fa51117f9,2024/06/20 12:18:32.927+00,Randall Pool,"25 I Street, SW",6,All,"Mon, Tues, Thurs & Fri: 12PM – 8PM, Wed: Closed, Sat – Sun: 10AM – 6PM",,Outdoor Pools
1329208.5981603,440587.418946058,353,Office Building,7abe577e-7cff-4746-afb8-50c8f57b0af8,2024/06/20 12:19:00.909+00,Ridge Road Pool,"830 Ridge Road, SE",7,All,"Mon, Tues, Thurs & Fri: 10AM – 6PM, Wed: Closed, Sat – Sun: 10AM – 6PM",,Outdoor Pools
1318271.45894539,448367.349252313,354,Office Building,38f0455b-d96e-45cd-8a57-fb91c8cbacdf,2024/06/20 12:19:22.698+00,Rosedale Pool,"1701 Gales Street, NE",7,All,"Mon, Tues, Wed & Fri: 12PM – 8PM, Thurs: Closed, Sat – Sun: 10AM – 6PM",,Outdoor Pools
1333140.55387905,441816.157958388,355,Office Building,2b2cda5d-e46e-4b00-ab09-ae616ecd0249,2024/06/18 12:42:10.003+00,Woody Ward Pool,"5100 Southern Avenue, SE",7,All,"Mon, Tues, Wed & Fri:  10AM – 6PM
Thurs: Closed
Sat – Sun:  10AM – 6PM",,Outdoor Pools
1317137.17118771,439186.05298239,356,Office Building,ad61530c-acb0-4cf1-8e13-e5e84333196b,2024/06/18 12:42:20.883+00,Anacostia Pool,"1800 Anacostia Drive, SE",8,All,"Mon: Closed
Tue – Fri:  6AM – 6PM
Sat – Sun:  10AM – 6PM",,Outdoor Pools
1318511.86528872,433738.691501811,357,Office Building,e06221e2-3b7b-432d-9dd1-b83bfb94b47e,2024/06/18 12:42:11.674+00,Fort Stanton Pool,"1800 Erie Street, SE",8,All,"Mon, Tues, Wed & Fri:  10AM – 6PM
Thurs: Closed
Sat – Sun:  10AM – 6PM",,Outdoor Pools
1329268.94876139,452164.593954399,358,Office Building,3156059b-824f-41ae-ad72-0c02eddb0b53,2024/06/18 12:42:06.685+00,Kenilworth Pool,"1300 44th Street, NE",7,All,"Mon, Tues, Thurs & Fri:  10AM – 6PM
Wed: Closed
Sat – Sun:  10AM – 6PM",,Outdoor Pools
1318799.36077672,431903.214201644,359,Office Building,c338a958-1625-4e39-b38e-02263e4c2a6f,2024/06/18 12:42:08.348+00,Douglass Pool,"1921 Frederick Douglass Court, SE",8,All,"Mon, Tues, Thurs & Fri:  12PM – 8PM
Wed: Closed
Sat – Sun:  10AM – 6PM",,Outdoor Pools
1312637.90328339,426130.280865639,360,Office Building,89e2260d-9cd3-43a4-b94d-a3ec30d9f0fc,2024/06/20 12:19:43.555+00,Oxon Run Pool,"501 Mississippi Avenue, SE",8,All,"Mon: Closed, Tue – Fri: 12PM – 8PM, Sat – Sun: 10AM – 6PM",,Outdoor Pools
1311270.2698638,427277.514791638,361,Office Building,d5d62ff9-63cb-42d3-82b8-8983289e1e91,2024/06/18 12:21:41.391+00,Congress Heights Senior Wellness Center,"3500 Martin Luther King, Jr. Avenue, SE",8,All,Mon – Fri:  8:30 AM – 4PM,202-563-7225,Senior Wellness Centers
1306252.66703814,461914.523929566,362,Office Building,ccfc059f-cd38-433c-a643-6fb461e13a83,2024/05/09 19:41:51.442+00,Park View Children’s Pool,"693 Otis Place, NW",1,All,"Mon, Tue: Closed
Wed – Sun:  10AM – 6PM
Closed 2PM – 3PM Daily",,Walk-to-Learn (Children's) Pools
1300802.27341139,456147.435398147,363,Office Building,0f5aaba9-eb92-435d-8089-422e23054892,2024/05/09 19:41:51.614+00,Happy Hollow Children’s Pool,"2200 Champlain Street, NW",1,All,"Mon, Tue: Closed
Wed – Sun:  10AM – 6PM
Closed 2PM – 3PM Daily",,Walk-to-Learn (Children's) Pools
1302361.25881048,458323.250600308,364,Office Building,532492f8-d4fe-4049-9be0-bcb67af9cee1,2024/05/09 19:41:51.932+00,14th and Girard Street Spray Park,"1480 Girard Street, NW",1,All,10AM to 6PM daily,,Spray Parks
1312794.02140947,440906.44488281,365,Office Building,4d457d19-5c70-4ebf-8772-7f5b413635eb,2024/05/09 19:41:53.153+00,Lincoln Capper Children’s Pool,"555 L Street, SE",8,All,"Mon, Tue: Closed
Wed – Sun:  10AM – 6PM
Closed 2PM – 3PM Daily",,Walk-to-Learn (Children's) Pools
1302361.25881048,458323.250600308,366,Office Building,d8a7bec7-ae11-4521-995e-8439e8d1233a,2024/06/18 12:41:14.728+00,Columbia Heights Community Center,"1480 Girard Street, NW",1,All,11 AM - 7 PM,,Spray Parks
1303716.1353658,455703.802099064,367,Office Building,d2ae67b8-5b08-4d3d-a50c-bba870b5a8e4,2024/05/09 19:41:53.499+00,Harrison Recreation Center Spray Park,"1330 V Street, NW",1,All,10AM to 6PM daily,,Spray Parks
1301627.98763922,452816.839697137,368,Office Building,493637f2-6fd0-4151-8917-8630ac03a429,2024/05/09 19:41:53.703+00,Stead Park Recreation Center,"1625 P Street, NW",2,All,10AM to 6PM daily,,Spray Parks
1305320.11509748,454634.756993055,369,Office Building,48b38f13-4cba-4c8b-aaf3-2b2ef550f7a4,2024/05/09 19:41:53.947+00,Westminster Playground,"911 Westminster Street, NW",1,All,10AM to 6PM daily,,Spray Parks
1287282.59244555,464633.370197892,370,Office Building,09ca4eed-67d9-4578-adf8-8af8e3e63bab,2024/05/09 19:41:54.148+00,Friendship Recreation Center,"4500 Van Ness Street, NW",3,All,10AM to 6PM daily,,Spray Parks
1289371.76346405,472285.153450727,371,Office Building,4f777340-0b2d-46d6-b436-50f2ed0bac69,2024/05/09 19:41:54.330+00,Chevy Chase Recreation Center,"5500 41st Street, NW",3,All,10AM to 6PM daily,,Spray Parks
1292070.05531156,457234.455205724,372,Office Building,c6209a7b-f164-478d-aee2-3905ca8a6cd8,2024/05/09 19:41:54.512+00,Guy Mason Spray Park,"3600 Calvert Street, NW",3,All,10AM to 6PM daily,,Spray Parks
1293276.59686172,461445.522570983,373,Office Building,63dc3b02-34a5-436c-b53b-61de333a7982,2024/05/09 19:41:54.667+00,Macomb Recreation Center Spray Park,"3409 Macomb Street, NW",3,All,10AM to 6PM daily,,Spray Parks
1288152.1369663,452786.555636972,374,Office Building,5d038769-46ec-496c-8326-a86e47259422,2024/05/09 19:41:54.852+00,Hardy Recreation Center,"4500 Q Street, NW",3,All,10AM to 6PM daily,,Spray Parks
1282582.97422014,458092.541416064,375,Office Building,e9ade34d-6407-4eff-9359-0354a8304dcc,2024/05/09 19:41:55.034+00,Palisades Spray Park,"5200 Sherier Place, NW",3,All,10AM to 6PM daily,,Spray Parks
1305505.70134047,464101.010042146,376,Office Building,75c05c0f-7263-4e07-a09f-6732797bb04e,2024/05/09 19:41:55.258+00,Petworth Recreation Center,"801 Taylor Street, NW",4,All,10AM to 6PM daily,,Spray Parks
1303474.25231938,474754.548118234,377,Office Building,db099066-10f3-470e-b950-51a06bff96bb,2024/05/09 19:41:55.430+00,Fort Stevens Recreation Center,"1327 Van Buren Street, NW",4,All,10AM to 6PM daily,,Spray Parks
1306206.90827139,452428.576037973,378,Office Building,02280b60-b449-4eb9-86f8-bab8a776dee5,2024/05/09 19:41:55.643+00,Kennedy Recreation Center,"1401 7th Street, NW",2,All,10AM to 6PM daily,,Spray Parks
1312366.10691097,471006.47753039,379,Office Building,997725de-ee01-4e22-9350-65f6a6d938fc,2024/05/09 19:41:55.847+00,Riggs LaSalle Recreation Center,"501 Riggs Road, NE",4,All,10AM to 6PM daily,,Spray Parks
1293280.57224748,473835.681189567,380,Office Building,446c7763-2a64-47a4-ac22-8172b0323876,2024/05/09 19:41:56.025+00,Lafayette-Pointer Recreation Center,"5900 33rd Street, NW",4,All,10AM to 6PM daily,,Spray Parks
1307216.40756471,474255.309943482,381,Office Building,ef94fec7-20eb-40a7-b6c8-4b06a1073f78,2024/05/09 19:41:56.196+00,Takoma Community Center Spray Park,"300 Van Buren Street, NW",4,All,10AM to 6PM daily,,Spray Parks
1315606.02529989,450664.607124984,382,Office Building,1c8bd119-e20f-45d3-8059-8366d8a8f6f3,2024/05/09 19:41:56.385+00,Joseph H. Cole Recreation Center,"1299 Neal Street, NE",5,All,10AM to 6PM daily,,Spray Parks
1314384.6455248,463041.459339723,383,Office Building,7c4697af-12c1-4c92-b57a-9b43208fdf39,2024/05/09 19:41:56.586+00,Turkey Thicket Spray Park,"1100 Michigan Avenue, NE",5,All,10AM to 6PM daily,,Spray Parks
1305963.59576589,447138.282156646,384,Office Building,87307c13-e65e-4372-a5d9-1a5a873987b9,2024/05/09 19:41:56.821+00,Eastern Market Metro Park,"701 Pennsylvania Avenue, SE",6,All,10AM to 6PM daily,,Spray Parks
1308702.16541997,440090.528535649,385,Office Building,80a40857-c272-468f-9697-9c6126f736a0,2024/05/09 19:41:56.979+00,King-Greenleaf Recreation Center,"201 N Street, SW",6,All,10AM to 6PM daily,,Spray Parks
1319852.60735789,459014.040229231,386,Office Building,4893984c-bf38-41f7-8526-5802292c9f87,2024/06/18 12:35:47.514+00,Langdon Park Pool,"2860 Mills Avenue, NE",5,All,10 AM - 6 PM,,Spray Parks
1315238.24322705,441463.824673563,387,Office Building,39d41d35-8e27-44a2-a541-626d4d36ff74,2024/05/09 19:41:57.329+00,Potomac Avenue Triangle Park,"1216 Potomac Avenue, SE",6,All,10AM to 6PM daily,,Spray Parks
1327071.73596422,445119.287835062,388,Office Building,c17975b1-6f4a-45e7-ae4a-9f882b77e484,2024/05/09 19:41:57.513+00,Benning Stoddert Recreation Center,"100 Stoddert Place, SE",7,All,10AM to 6PM daily,,Spray Parks
1322971.04993989,434162.965587646,389,Office Building,368be5b0-10fe-41b8-925e-74201aaba7f5,2024/05/09 19:41:57.707+00,Hillcrest Recreation Center,"3100 Denver Street, SE",7,All,10AM to 6PM daily,,Spray Parks
1333321.13192996,448217.813462138,390,Office Building,6ddbf5ce-5d87-4ed3-96c6-44a55d8bb7e4,2024/05/09 19:41:57.889+00,Marvin Gaye Park at Division Avenue,600 DIVISION AVENUE NE,7,All,10AM to 6PM daily,,Spray Parks
1308142.03957172,422459.536238641,391,Office Building,302e79a9-3dc2-4ca2-8b4f-074e8a2aff7d,2024/05/09 19:41:58.031+00,Fort Greble Recreation Center,250 ELMIRA STREET SW,8,All,10AM to 6PM daily,,Spray Parks
1328093.11384273,437908.777649805,392,Office Building,e84a8e2f-a111-496b-99c7-ac66bc9db810,2024/05/09 19:41:58.198+00,Fort Davis Spray Park,"1400 41st Street, SE",7,All,10AM to 6PM daily,,Spray Parks
1315220.12712155,443099.433935151,393,Office Building,e4ffc3b4-27f9-4501-9ab9-c22f16fa5ff2,2024/05/09 19:41:58.479+00,Watkins Spray Park,"420 12th Street, SE",6,All,10AM to 6PM daily,,Spray Parks
1297878.76146461,450624.06552569,395,Library,eb2e966d-e2a0-451f-b512-e8a5fb766550,2024/06/20 19:15:08.319+00,West End Library,"22301 L Street, NW",2,All,"Mon, Tue, Wed:  9AM – 8PM   Thurs:  12PM – 8PM   Fri & Sat:  10AM – 6PM   Sun:  1PM – 5PM",202-724-8707,Public Libraries
